row_idx,qid,ground_truth,model_output_norm,correct,p_correct,hardness,weight
0,0,no,yes,0,7.153750119295203e-05,0.9999284624988071,2.999856924997614
1,1,no,no,1,0.9833095659215099,0.016690434078490135,1.0333808681569803
2,2,no,no,1,0.7261436704660295,0.27385632953397054,1.547712659067941
3,3,no,yes,0,0.673614722414321,0.32638527758567903,1.652770555171358
4,4,no,no,1,0.9869929530932144,0.013007046906785558,1.0260140938135711
5,5,yes,yes,1,0.3913816274982399,0.6086183725017601,2.21723674500352
6,6,no,yes,0,0.006979654741965882,0.9930203452580341,2.9860406905160684
7,7,yes,yes,1,0.8213706437990214,0.17862935620097864,1.3572587124019573
8,8,no,yes,0,0.010935475346880809,0.9890645246531192,2.9781290493062382
9,9,yes,no,0,0.14020760095858603,0.859792399041414,2.719584798082828
10,10,yes,yes,1,0.9952688855728821,0.004731114427117933,1.0094622288542359
11,11,no,yes,0,0.018314956456355048,0.9816850435436449,2.9633700870872897
12,12,yes,yes,1,0.9990569459480424,0.0009430540519576036,1.0018861081039152
13,13,yes,yes,1,0.9810958499708656,0.01890415002913437,1.0378083000582687
14,14,no,yes,0,0.0006759509356692837,0.9993240490643307,2.9986480981286614
15,15,no,yes,0,0.04110646177533978,0.9588935382246602,2.9177870764493203
16,16,no,yes,0,0.5964819252764544,0.4035180747235456,1.8070361494470912
17,17,yes,yes,1,0.8535538068997794,0.14644619310022056,1.2928923862004411
18,18,no,yes,0,0.0041594890961998395,0.9958405109038002,2.9916810218076004
19,19,yes,yes,1,0.5590759142308238,0.4409240857691762,1.8818481715383524
20,20,yes,yes,1,0.993742585610023,0.006257414389976956,1.012514828779954
21,21,no,yes,0,0.787656301083572,0.21234369891642801,1.424687397832856
22,22,yes,yes,1,0.9957510348716888,0.0042489651283111884,1.0084979302566224
23,23,no,yes,0,0.6686925700415292,0.33130742995847084,1.6626148599169417
24,24,no,yes,0,0.008780458293244791,0.9912195417067552,2.98243908341351
25,25,yes,yes,1,0.9453513676582771,0.0546486323417229,1.1092972646834458
26,26,no,no,1,0.9999451801437887,5.4819856211252294e-05,1.0001096397124225
27,27,no,no,1,0.43582397467098205,0.564176025329018,2.128352050658036
28,28,yes,yes,1,0.9941951665309905,0.005804833469009507,1.011609666938019
29,29,no,yes,0,0.05443182306079999,0.9455681769392,2.8911363538784
30,30,yes,yes,1,0.9798209041702284,0.02017909582977162,1.0403581916595432
31,31,yes,yes,1,0.5944905382862904,0.4055094617137096,1.8110189234274192
32,32,yes,yes,1,0.9340636519428285,0.06593634805717152,1.131872696114343
33,33,yes,yes,1,0.9999867365400159,1.3263459984091952e-05,1.0000265269199682
34,34,yes,no,0,0.06798561881123041,0.9320143811887696,2.864028762377539
35,35,no,yes,0,0.00980964617217898,0.9901903538278211,2.980380707655642
36,36,no,yes,0,0.09514897407898962,0.9048510259210104,2.809702051842021
37,37,no,yes,0,0.0016917554344298114,0.9983082445655702,2.9966164891311404
38,38,no,yes,0,0.1863500600383415,0.8136499399616585,2.627299879923317
39,39,no,yes,0,0.38642218973748677,0.6135778102625132,2.2271556205250267
40,40,no,yes,0,0.010609134533700005,0.9893908654663,2.9787817309326
41,41,no,yes,0,0.680307093917855,0.31969290608214496,1.63938581216429
42,42,no,no,1,0.8808320995262364,0.11916790047376358,1.2383358009475272
43,43,yes,yes,1,0.9361980265959619,0.06380197340403815,1.1276039468080763
44,44,no,no,1,0.9232627379342387,0.07673726206576126,1.1534745241315225
45,45,yes,yes,1,0.9998539148451163,0.00014608515488367946,1.0002921703097674
46,46,no,yes,0,0.00022270905735620125,0.9997772909426438,2.9995545818852873
47,47,yes,yes,1,0.9999519092412578,4.809075874223634e-05,1.0000961815174845
48,48,yes,yes,1,0.8409465929259905,0.1590534070740095,1.318106814148019
49,49,no,yes,0,7.73232402736544e-05,0.9999226767597263,2.9998453535194525
50,50,no,no,1,0.8860348940995024,0.11396510590049758,1.2279302118009952
51,51,no,no,1,0.3429417626161091,0.6570582373838909,2.314116474767782
52,52,yes,yes,1,0.999782040138321,0.00021795986167905124,1.000435919723358
53,53,no,no,1,0.8858026887193954,0.11419731128060462,1.2283946225612092
54,54,no,no,1,0.9838009304553994,0.016199069544600597,1.0323981390892012
55,55,yes,yes,1,0.7896777409648074,0.21032225903519264,1.4206445180703853
56,56,no,yes,0,0.8268585337500979,0.17314146624990212,1.3462829324998042
57,57,yes,yes,1,0.8825915568260411,0.11740844317395893,1.2348168863479179
58,58,no,yes,0,0.3517589779269535,0.6482410220730466,2.296482044146093
59,59,yes,no,0,0.16077016448799736,0.8392298355120027,2.6784596710240054
60,60,yes,yes,1,0.999779524505011,0.0002204754949890475,1.000440950989978
61,61,no,yes,0,7.932397820227e-06,0.9999920676021797,2.9999841352043592
62,62,yes,yes,1,0.9027414372539543,0.09725856274604572,1.1945171254920914
63,63,yes,yes,1,0.9944427712980669,0.005557228701933092,1.0111144574038662
64,64,no,yes,0,0.11924974101862826,0.8807502589813717,2.7615005179627437
65,65,no,yes,0,0.0023977225418940233,0.9976022774581059,2.995204554916212
66,66,no,yes,0,0.6826619330902335,0.3173380669097665,1.634676133819533
67,67,yes,yes,1,0.2844755131241244,0.7155244868758757,2.4310489737517513
68,68,no,yes,0,0.00019096046956918123,0.9998090395304308,2.9996180790608618
69,69,yes,no,0,0.9487486767250938,0.051251323274906224,1.1025026465498124
70,70,yes,yes,1,0.9994327269358929,0.0005672730641070878,1.0011345461282142
71,71,no,yes,0,0.004171772006699172,0.9958282279933008,2.9916564559866017
72,72,yes,yes,1,0.9665012079065909,0.03349879209340911,1.0669975841868182
73,73,no,yes,0,0.25541075269945174,0.7445892473005482,2.4891784946010964
74,74,yes,yes,1,0.000805093156805599,0.9991949068431945,2.998389813686389
75,75,yes,yes,1,0.9263729366134921,0.07362706338650793,1.1472541267730159
76,76,no,no,1,0.9990343259881084,0.0009656740118916263,1.0019313480237833
77,77,no,no,1,0.8973007887467447,0.10269921125325532,1.2053984225065106
78,78,yes,yes,1,0.45503415830581995,0.54496584169418,2.08993168338836
79,79,no,yes,0,0.5066798641512567,0.49332013584874335,1.9866402716974867
80,80,yes,yes,1,0.9897876273462667,0.010212372653733315,1.0204247453074666
81,81,yes,yes,1,0.9291110643488939,0.0708889356511061,1.1417778713022122
82,82,yes,yes,1,0.9998992788403503,0.00010072115964965267,1.0002014423192993
83,83,yes,yes,1,0.9999992937856752,7.062143247971164e-07,1.0000014124286496
84,84,yes,no,0,0.05492508012049841,0.9450749198795015,2.890149839759003
85,85,no,yes,0,0.1291558916683196,0.8708441083316805,2.741688216663361
86,86,no,yes,0,0.0443348847591238,0.9556651152408762,2.9113302304817523
87,87,no,yes,0,0.08360741585099303,0.9163925841490069,2.832785168298014
88,88,no,yes,0,0.016046481180090662,0.9839535188199093,2.9679070376398187
89,89,no,no,1,0.9991997806145533,0.000800219385446721,1.0016004387708934
90,90,no,yes,0,0.055438219200042424,0.9445617807999576,2.889123561599915
91,91,no,yes,0,0.0050528401511352565,0.9949471598488647,2.9898943196977292
92,92,no,no,1,0.949729891973769,0.050270108026231,1.100540216052462
93,93,yes,yes,1,0.590693637653891,0.40930636234610895,1.818612724692218
94,94,no,no,1,0.967245344954814,0.03275465504518604,1.065509310090372
95,95,yes,yes,1,0.9531596379048487,0.0468403620951513,1.0936807241903026
96,96,no,yes,0,0.8704287907995765,0.12957120920042353,1.259142418400847
97,97,yes,yes,1,0.9999587743074865,4.122569251352459e-05,1.000082451385027
98,98,yes,yes,1,0.019903114470103647,0.9800968855298964,2.9601937710597928
99,99,no,yes,0,0.03613717402826406,0.9638628259717359,2.927725651943472
100,100,no,no,1,0.03381301193589463,0.9661869880641054,2.932373976128211
101,101,no,no,1,0.9860586735537846,0.013941326446215374,1.0278826528924307
102,102,yes,yes,1,0.07078009474404237,0.9292199052559577,2.858439810511915
103,103,no,yes,0,0.5434366905628855,0.45656330943711454,1.913126618874229
104,104,no,no,1,0.9998461000598278,0.00015389994017223074,1.0003077998803445
105,105,yes,yes,1,0.9952605952217569,0.004739404778243084,1.0094788095564862
106,106,no,yes,0,0.029672001450172226,0.9703279985498278,2.9406559970996557
107,107,yes,yes,1,0.6257949874037471,0.37420501259625294,1.7484100251925059
108,108,no,yes,0,0.35076863824376187,0.6492313617562382,2.2984627235124764
109,109,yes,no,0,0.5432338885799128,0.45676611142008716,1.9135322228401743
110,110,yes,yes,1,0.9999935649293097,6.435070690313793e-06,1.0000128701413806
111,111,no,yes,0,0.5424284035808346,0.45757159641916545,1.915143192838331
112,112,yes,yes,1,0.9980432565972284,0.0019567434027716324,1.0039134868055433
113,113,yes,yes,1,0.989872607902677,0.010127392097323051,1.020254784194646
114,114,no,no,1,0.5488053936611899,0.45119460633881014,1.9023892126776203
115,115,no,yes,0,0.0003158877358429935,0.999684112264157,2.9993682245283138
116,116,no,yes,0,0.04357786035180538,0.9564221396481947,2.9128442792963893
117,117,yes,yes,1,0.9313272421783302,0.06867275782166982,1.1373455156433396
118,118,no,yes,0,7.949757562744354e-06,0.9999920502424372,2.999984100484874
119,119,yes,no,0,0.34540569154493644,0.6545943084550636,2.3091886169101272
120,120,yes,yes,1,0.9993178400468121,0.0006821599531878775,1.0013643199063758
121,121,no,yes,0,0.8323445997006099,0.16765540029939008,1.3353108005987802
122,122,yes,yes,1,0.9815341695230757,0.018465830476924294,1.0369316609538486
123,123,yes,yes,1,0.26841149946240744,0.7315885005375926,2.4631770010751852
124,124,no,yes,0,0.6962908386509198,0.3037091613490802,1.6074183226981604
125,125,yes,yes,1,0.9850504337325502,0.01494956626744981,1.0298991325348996
126,126,no,no,1,0.999897839607942,0.00010216039205801497,1.000204320784116
127,127,no,no,1,0.640836613515677,0.359163386484323,1.718326772968646
128,128,yes,yes,1,0.9449018548074256,0.05509814519257439,1.1101962903851488
129,129,no,yes,0,0.08535781255666268,0.9146421874433374,2.829284374886675
130,130,yes,yes,1,0.5106610089197207,0.48933899108027934,1.9786779821605587
131,131,yes,yes,1,0.9840988882821146,0.01590111171788544,1.0318022234357709
132,132,yes,yes,1,0.9741625914336428,0.02583740856635719,1.0516748171327144
133,133,yes,yes,1,0.9999859978094785,1.4002190521500424e-05,1.000028004381043
134,134,yes,no,0,0.1539661206961761,0.8460338793038239,2.6920677586076476
135,135,no,yes,0,0.046701779946795044,0.953298220053205,2.90659644010641
136,136,no,yes,0,0.015705249792708417,0.9842947502072916,2.9685895004145832
137,137,no,yes,0,0.008499604965065676,0.9915003950349344,2.9830007900698687
138,138,no,yes,0,0.15690607572212673,0.8430939242778732,2.6861878485557464
139,139,no,no,1,0.9980388103659249,0.0019611896340751,1.0039223792681502
140,140,no,yes,0,0.2936741486137112,0.7063258513862888,2.4126517027725773
141,141,no,yes,0,0.03553838702848691,0.9644616129715131,2.9289232259430262
142,142,no,no,1,0.9634336313298831,0.03656636867011687,1.0731327373402337
143,143,no,yes,0,0.628376117587388,0.371623882412612,1.743247764825224
144,144,no,no,1,0.9996190704114226,0.00038092958857738335,1.0007618591771548
145,145,yes,yes,1,0.6716938467046172,0.3283061532953828,1.6566123065907656
146,146,no,yes,0,0.0016894111422901235,0.9983105888577098,2.9966211777154195
147,147,yes,yes,1,0.7197116924988903,0.28028830750110967,1.5605766150022193
148,148,yes,yes,1,0.9797250297352428,0.02027497026475722,1.0405499405295144
149,149,no,yes,0,0.004381822384182147,0.9956181776158178,2.991236355231636
150,150,no,no,1,0.9273385714216836,0.07266142857831637,1.1453228571566327
151,151,no,no,1,0.9940083522179876,0.005991647782012444,1.0119832955640249
152,152,yes,yes,1,0.9895694906890506,0.010430509310949354,1.0208610186218987
153,153,no,yes,0,0.21771352058909546,0.7822864794109046,2.564572958821809
154,154,no,no,1,0.9956545027365328,0.004345497263467224,1.0086909945269344
155,155,no,yes,0,0.1496532082137033,0.8503467917862967,2.700693583572593
156,156,no,yes,0,0.002422475168479998,0.99757752483152,2.99515504966304
157,157,yes,yes,1,0.9630940697124971,0.036905930287502886,1.0738118605750058
158,158,no,yes,0,0.0006983788266536247,0.9993016211733464,2.998603242346693
159,159,yes,no,0,0.0004191138635487186,0.9995808861364512,2.9991617722729025
160,160,yes,yes,1,0.9999995968804187,4.0311958127148273e-07,1.0000008062391625
161,161,no,yes,0,0.04574099111394416,0.9542590088860559,2.9085180177721117
162,162,yes,yes,1,0.6879548528677776,0.3120451471322224,1.6240902942644448
163,163,yes,yes,1,0.9998208608633232,0.00017913913667677583,1.0003582782733536
164,164,no,no,1,0.8992647036826821,0.10073529631731792,1.2014705926346358
165,165,no,yes,0,0.022212080960640503,0.9777879190393595,2.955575838078719
166,166,no,no,1,0.9625608881562583,0.03743911184374171,1.0748782236874834
167,167,yes,yes,1,0.9856390353279173,0.014360964672082699,1.0287219293441654
168,168,no,yes,0,0.501846803112285,0.498153196887715,1.99630639377543
169,169,yes,no,0,0.03129607120447156,0.9687039287955285,2.937407857591057
170,170,yes,yes,1,0.9997469658015513,0.00025303419844868724,1.0005060683968974
171,171,no,no,1,0.0003832664346146639,0.9996167335653854,2.9992334671307708
172,172,yes,no,0,0.16198917463303944,0.8380108253669606,2.6760216507339214
173,173,no,yes,0,0.9486313948651567,0.051368605134843315,1.1027372102696866
174,174,yes,yes,1,0.0011333155306327224,0.9988666844693673,2.997733368938735
175,175,yes,no,0,0.15541810586453078,0.8445818941354692,2.6891637882709385
176,176,no,no,1,0.9870163158380216,0.01298368416197837,1.0259673683239567
177,177,no,yes,0,0.08170022534497938,0.9182997746550207,2.8365995493100415
178,178,yes,yes,1,0.6491073347446091,0.35089266525539087,1.7017853305107817
179,179,no,yes,0,0.0015627528289515356,0.9984372471710484,2.996874494342097
180,180,yes,yes,1,0.982978198463021,0.017021801536978964,1.034043603073958
181,181,yes,yes,1,0.9980491295275771,0.0019508704724229275,1.0039017409448459
182,182,yes,yes,1,0.9681486425783998,0.03185135742160017,1.0637027148432003
183,183,yes,yes,1,0.9794956530499871,0.02050434695001291,1.0410086939000258
184,184,yes,no,0,0.08801840532712533,0.9119815946728747,2.8239631893457493
185,185,no,no,1,0.03410361917476889,0.9658963808252311,2.9317927616504624
186,186,no,yes,0,0.48342434127604417,0.5165756587239558,2.0331513174479117
187,187,no,yes,0,0.4501330531221583,0.5498669468778417,2.0997338937556833
188,188,no,yes,0,0.00043619186479248117,0.9995638081352075,2.999127616270415
189,189,no,no,1,0.9850942171714967,0.0149057828285033,1.0298115656570066
190,190,no,no,1,0.008587996372628396,0.9914120036273716,2.9828240072547434
191,191,no,yes,0,0.1322148379381755,0.8677851620618244,2.735570324123649
192,192,no,no,1,0.937526279076473,0.06247372092352699,1.124947441847054
193,193,yes,yes,1,0.9996251296917554,0.00037487030824456813,1.0007497406164891
194,194,no,no,1,0.9952523238267348,0.004747676173265214,1.0094953523465304
195,195,yes,yes,1,0.07449093242755206,0.925509067572448,2.851018135144896
196,196,no,yes,0,0.8273909294757718,0.17260907052422825,1.3452181410484565
197,197,yes,yes,1,0.9998993751605902,0.00010062483940975753,1.0002012496788195
198,198,yes,yes,1,0.9983250251182639,0.0016749748817360688,1.0033499497634721
199,199,no,yes,0,0.010203466815040349,0.9897965331849596,2.9795930663699193
200,200,no,no,1,0.9918882038093846,0.008111796190615417,1.0162235923812308
201,201,no,no,1,0.9677539919321203,0.032246008067879695,1.0644920161357594
202,202,yes,yes,1,0.6188004378810219,0.3811995621189781,1.7623991242379562
203,203,no,yes,0,0.6513193584888589,0.3486806415111411,1.6973612830222822
204,204,no,no,1,0.2246495122991203,0.7753504877008797,2.5507009754017593
205,205,yes,yes,1,0.7348026549370023,0.26519734506299775,1.5303946901259955
206,206,no,yes,0,0.00019677559981466847,0.9998032244001853,2.9996064488003706
207,207,yes,yes,1,0.8887087921335441,0.11129120786645585,1.2225824157329117
208,208,no,yes,0,0.00014702300734389655,0.9998529769926561,2.999705953985312
209,209,yes,no,0,0.024665217882581712,0.9753347821174183,2.9506695642348366
210,210,yes,yes,1,0.9999966398057993,3.360194200663358e-06,1.0000067203884013
211,211,no,yes,0,0.48533088581592226,0.5146691141840778,2.0293382283681556
212,212,yes,yes,1,0.9839813799214095,0.01601862007859045,1.032037240157181
213,213,yes,yes,1,0.9998201859484904,0.00017981405150957475,1.0003596281030191
214,214,no,no,1,0.9883872451150618,0.011612754884938181,1.0232255097698764
215,215,no,yes,0,0.015913267377786235,0.9840867326222138,2.9681734652444276
216,216,no,no,1,0.8595762940036132,0.14042370599638676,1.2808474119927735
217,217,yes,yes,1,0.9105680765317438,0.08943192346825624,1.1788638469365125
218,218,no,yes,0,0.0006254280493358294,0.9993745719506641,2.9987491439013283
219,219,yes,yes,1,0.01848421852714546,0.9815157814728546,2.963031562945709
220,220,yes,yes,1,0.9999449969440112,5.50030559888226e-05,1.0001100061119776
221,221,no,no,1,0.40343539914087573,0.5965646008591243,2.1931292017182487
222,222,yes,no,0,0.08326905746955672,0.9167309425304433,2.8334618850608866
223,223,yes,yes,1,0.15455847646393642,0.8454415235360636,2.690883047072127
224,224,no,yes,0,0.9489946850618773,0.05100531493812266,1.1020106298762453
225,225,yes,no,0,0.524512890096021,0.475487109903979,1.950974219807958
226,226,no,no,1,0.9995195858638001,0.0004804141361999248,1.0009608282723998
227,227,no,yes,0,0.8040748226565331,0.19592517734346693,1.3918503546869339
228,228,yes,yes,1,0.8317644247345287,0.16823557526547128,1.3364711505309426
229,229,no,yes,0,0.00011678832427286013,0.9998832116757271,2.9997664233514545
230,230,yes,yes,1,0.3556872123351275,0.6443127876648724,2.288625575329745
231,231,yes,yes,1,0.891229310827225,0.10877068917277499,1.21754137834555
232,232,yes,yes,1,0.9605035420695267,0.039496457930473294,1.0789929158609466
233,233,yes,yes,1,0.9915604967529162,0.008439503247083757,1.0168790064941675
234,234,yes,no,0,0.2162058654869054,0.7837941345130945,2.567588269026189
